Latitude (decimal degrees):	41.893
Longitude (decimal degrees):	12.483
Elevation (m):	42
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230324:0810,75.15,143.31,31.82,12.11,0.69,0.0
20230324:0910,254.13,345.66,40.54,13.68,0.76,0.0
20230324:1010,421.94,531.03,46.84,14.95,1.31,0.0
20230324:1110,553.06,689.3,49.51,15.72,1.93,0.0
20230324:1210,656.63,822.18,47.8,16.08,2.34,0.0
20230324:1310,666.37,834.35,42.2,16.1,2.41,0.0
20230324:1410,582.79,720.74,33.92,15.89,2.48,0.0
20230324:1510,545.33,667.74,24.04,15.51,2.62,0.0
20230324:1610,237.81,292.27,13.31,14.8,2.62,0.0
20230324:1710,0.0,5.43,2.2,13.93,2.07,0.0
20230324:1810,0.0,0.0,0.0,13.03,1.66,0.0
20230324:1910,0.0,0.0,0.0,12.4,1.24,0.0
20230324:2010,0.0,0.0,0.0,11.63,1.38,0.0
20230324:2110,0.0,0.0,0.0,11.48,1.93,0.0
20230324:2210,0.0,0.0,0.0,11.25,2.28,0.0
20230324:2310,0.0,0.0,0.0,11.11,2.48,0.0
20230325:0010,0.0,0.0,0.0,11.02,2.55,0.0
20230325:0110,0.0,0.0,0.0,10.95,2.62,0.0
20230325:0210,0.0,0.0,0.0,10.78,2.76,0.0
20230325:0310,0.0,0.0,0.0,10.67,2.76,0.0
20230325:0410,0.0,0.0,0.0,10.3,2.76,0.0
20230325:0510,0.0,0.0,0.0,9.98,2.69,0.0
20230325:0610,42.25,65.16,11.17,10.08,2.55,0.0
20230325:0710,65.78,94.13,22.03,12.4,2.28,0.0
20230325:0810,137.26,201.63,32.17,14.09,2.69,0.0
20230325:0910,283.65,362.22,40.92,14.88,2.69,0.0
20230325:1010,384.96,478.75,47.24,15.55,2.62,0.0
20230325:1110,513.8,635.83,49.9,16.1,2.76,0.0
20230325:1210,648.14,808.71,48.16,16.71,2.83,0.0
20230325:1310,673.41,846.71,42.51,17.07,2.55,0.0
20230325:1410,649.82,813.83,34.18,16.97,2.48,0.0
20230325:1510,467.38,574.23,24.27,16.77,2.41,0.0
20230325:1610,230.65,286.3,13.52,16.27,2.28,0.0
20230325:1710,0.23,6.34,2.4,15.32,1.93,0.0
20230325:1810,0.0,0.0,0.0,14.2,1.38,0.0
20230325:1910,0.0,0.0,0.0,13.13,1.1,0.0
20230325:2010,0.0,0.0,0.0,13.26,0.9,0.0
20230325:2110,0.0,0.0,0.0,13.09,0.41,0.0
20230325:2210,0.0,0.0,0.0,12.66,0.76,0.0
20230325:2310,0.0,0.0,0.0,11.68,1.03,0.0
20230326:0010,0.0,0.0,0.0,10.45,1.1,0.0
20230326:0110,0.0,0.0,0.0,9.81,1.1,0.0
20230326:0210,0.0,0.0,0.0,9.42,1.03,0.0
20230326:0310,0.0,0.0,0.0,8.79,1.1,0.0
20230326:0410,0.0,0.0,0.0,7.58,1.59,0.0
20230326:0510,0.0,0.0,0.0,7.08,1.86,0.0
20230326:0610,44.2,66.97,11.49,7.88,1.93,0.0
20230326:0710,66.01,94.13,22.37,11.33,1.24,0.0
20230326:0810,88.12,158.68,32.52,14.02,1.52,0.0
20230326:0910,274.02,361.37,41.29,15.49,2.76,0.0
20230326:1010,401.38,497.46,47.64,16.14,3.66,0.0
20230326:1110,513.92,630.23,50.3,16.52,4.28,0.0
20230326:1210,402.01,492.68,48.52,16.61,4.55,0.0
20230326:1310,674.97,829.5,42.81,16.56,4.48,0.0
20230326:1410,584.53,713.36,34.44,16.39,4.28,0.0
20230326:1510,447.05,540.5,24.5,16.18,4.28,0.0
20230326:1610,275.7,335.52,13.73,15.81,4.48,0.0
20230326:1710,0.97,8.15,2.61,15.0,4.62,0.0
20230326:1810,0.0,0.0,0.0,14.03,4.69,0.0
20230326:1910,0.0,0.0,0.0,13.47,4.69,0.0
20230326:2010,0.0,0.0,0.0,13.31,4.21,0.0
20230326:2110,0.0,0.0,0.0,13.13,3.66,0.0
20230326:2210,0.0,0.0,0.0,12.81,2.83,0.0
20230326:2310,0.0,0.0,0.0,12.87,2.55,0.0
20230327:0010,0.0,0.0,0.0,13.07,3.1,0.0
20230327:0110,0.0,0.0,0.0,12.71,3.52,0.0
20230327:0210,0.0,0.0,0.0,11.99,3.31,0.0
20230327:0310,0.0,0.0,0.0,11.24,2.69,0.0
20230327:0410,0.0,0.0,0.0,10.11,2.55,0.0
20230327:0510,0.0,0.0,0.0,9.44,2.83,0.0
20230327:0610,7.18,19.01,11.81,9.6,3.31,0.0
20230327:0710,32.76,53.4,22.7,9.81,3.59,0.0
20230327:0810,147.2,187.45,32.88,10.81,3.79,0.0
20230327:0910,279.47,363.12,41.67,11.95,4.76,0.0
20230327:1010,459.31,556.7,48.04,13.1,5.38,0.0
20230327:1110,589.11,708.63,50.69,14.27,5.59,0.0
20230327:1210,609.42,738.16,48.87,14.92,5.1,0.0
20230327:1310,621.66,756.77,43.12,15.88,4.97,0.0
20230327:1410,41.18,65.27,34.7,16.04,5.45,0.0
20230327:1510,15.91,32.16,24.72,14.7,5.66,0.0
20230327:1610,409.49,489.76,13.93,14.3,4.21,0.0
20230327:1710,0.0,1.81,2.81,13.95,3.45,0.0
20230327:1810,0.0,0.0,0.0,12.89,3.72,0.0
20230327:1910,0.0,0.0,0.0,12.27,2.97,0.0
20230327:2010,0.0,0.0,0.0,11.32,3.24,0.0
20230327:2110,0.0,0.0,0.0,10.43,2.9,0.0
20230327:2210,0.0,0.0,0.0,9.66,2.69,0.0
20230327:2310,0.0,0.0,0.0,9.1,2.9,0.0
20230328:0010,0.0,0.0,0.0,8.76,3.52,0.0
20230328:0110,0.0,0.0,0.0,8.35,4.07,0.0
20230328:0210,0.0,0.0,0.0,7.9,4.34,0.0
20230328:0310,0.0,0.0,0.0,7.55,4.69,0.0
20230328:0410,0.0,0.0,0.0,7.31,4.69,0.0
20230328:0510,0.0,0.0,0.0,6.99,4.48,0.0
20230328:0610,31.74,51.59,12.14,7.2,4.07,0.0
20230328:0710,59.26,85.08,23.03,9.01,3.79,0.0
20230328:0810,87.21,162.25,33.23,11.45,3.79,0.0
20230328:0910,285.25,376.46,42.04,13.09,3.38,0.0
20230328:1010,465.7,574.42,48.43,14.06,3.03,0.0
20230328:1110,599.21,740.66,51.09,14.68,2.55,0.0
20230328:1210,687.72,863.74,49.23,15.15,2.14,0.0
20230328:1310,711.24,896.54,43.42,15.46,2.21,0.0
20230328:1410,675.14,842.31,34.95,15.64,2.55,0.0
20230328:1510,608.63,750.09,24.95,15.54,2.69,0.0
20230328:1610,446.3,540.74,14.14,15.08,2.83,0.0
20230328:1710,0.0,1.81,3.01,13.76,3.38,0.0
20230328:1810,0.0,0.0,0.0,12.3,3.52,0.0
20230328:1910,0.0,0.0,0.0,11.42,3.31,0.0
20230328:2010,0.0,0.0,0.0,10.48,2.97,0.0
20230328:2110,0.0,0.0,0.0,9.29,2.34,0.0
20230328:2210,0.0,0.0,0.0,8.51,1.86,0.0
20230328:2310,0.0,0.0,0.0,7.81,1.66,0.0
20230329:0010,0.0,0.0,0.0,7.06,1.52,0.0
20230329:0110,0.0,0.0,0.0,6.9,1.31,0.0
20230329:0210,0.0,0.0,0.0,6.01,1.45,0.0
20230329:0310,0.0,0.0,0.0,5.77,1.52,0.0
20230329:0410,0.0,0.0,0.0,5.7,1.52,0.0
20230329:0510,0.0,0.0,0.0,4.97,1.86,0.0
20230329:0610,41.57,63.35,12.46,6.06,2.0,0.0
20230329:0710,58.03,84.17,23.36,10.29,2.34,0.0
20230329:0810,100.45,173.54,33.58,12.34,3.31,0.0
20230329:0910,302.32,380.55,42.42,13.24,3.93,0.0
20230329:1010,415.64,507.26,48.83,13.85,4.28,0.0
20230329:1110,468.83,569.12,51.48,14.19,4.28,0.0
20230329:1210,491.36,595.81,49.58,14.3,4.21,0.0
20230329:1310,572.44,694.61,43.72,14.43,4.14,0.0
20230329:1410,516.66,624.77,35.21,14.47,3.86,0.0
20230329:1510,283.77,345.12,25.17,14.2,3.66,0.0
20230329:1610,194.38,240.95,14.35,13.71,3.03,0.0
20230329:1710,3.26,12.67,3.21,13.24,2.41,0.0
20230329:1810,0.0,0.0,0.0,12.47,2.14,0.0
20230329:1910,0.0,0.0,0.0,12.0,2.21,0.0
20230329:2010,0.0,0.0,0.0,11.51,1.86,0.0
20230329:2110,0.0,0.0,0.0,10.78,1.52,0.0
20230329:2210,0.0,0.0,0.0,10.4,1.38,0.0
20230329:2310,0.0,0.0,0.0,10.22,1.38,0.0
20230330:0010,0.0,0.0,0.0,9.82,1.52,0.0
20230330:0110,0.0,0.0,0.0,9.39,1.59,0.0
20230330:0210,0.0,0.0,0.0,9.39,1.66,0.0
20230330:0310,0.0,0.0,0.0,9.29,1.79,0.0
20230330:0410,0.0,0.0,0.0,9.31,1.93,0.0
20230330:0510,0.0,0.0,0.0,9.32,2.14,0.0
20230330:0610,56.55,82.36,12.78,10.08,2.14,0.0
20230330:0710,122.69,160.2,23.69,11.78,2.41,0.0
20230330:0810,198.0,257.84,33.92,12.73,3.17,0.0
20230330:0910,300.4,382.79,42.79,13.68,3.1,0.0
20230330:1010,418.64,516.62,49.22,14.7,2.97,0.0
20230330:1110,563.7,693.29,51.87,15.42,3.17,0.0
20230330:1210,675.22,832.56,49.94,15.92,3.79,0.0
20230330:1310,545.62,666.52,44.02,16.15,4.21,0.0
20230330:1410,659.83,808.23,35.46,16.01,4.21,0.0
20230330:1510,244.68,301.89,25.39,15.72,4.07,0.0
20230330:1610,365.3,439.83,14.55,15.14,3.86,0.0
20230330:1710,3.74,13.58,3.41,14.3,3.59,0.0
20230330:1810,0.0,0.0,0.0,13.23,3.72,0.0
20230330:1910,0.0,0.0,0.0,12.46,4.14,0.0
20230330:2010,0.0,0.0,0.0,11.98,4.0,0.0
20230330:2110,0.0,0.0,0.0,11.57,4.07,0.0
20230330:2210,0.0,0.0,0.0,11.36,4.14,0.0
20230330:2310,0.0,0.0,0.0,11.26,4.28,0.0
20230331:0010,0.0,0.0,0.0,11.08,4.48,0.0
20230331:0110,0.0,0.0,0.0,10.75,4.62,0.0
20230331:0210,0.0,0.0,0.0,10.57,4.69,0.0
20230331:0310,0.0,0.0,0.0,10.36,4.69,0.0
20230331:0410,0.0,0.0,0.0,10.33,4.48,0.0
20230331:0510,0.0,0.91,1.95,10.11,4.41,0.0
20230331:0610,58.07,84.17,13.1,10.6,4.41,0.0
20230331:0710,117.41,153.86,24.02,12.24,4.62,0.0
20230331:0810,161.32,205.81,34.27,13.45,5.17,0.0
20230331:0910,202.22,253.56,43.16,14.61,5.86,0.0
20230331:1010,327.07,400.54,49.62,15.22,5.86,0.0
20230331:1110,346.54,423.45,52.26,15.78,6.0,0.0
20230331:1210,546.64,661.79,50.29,16.05,6.07,0.0
20230331:1310,82.56,115.41,44.31,16.47,6.0,0.0
20230331:1410,93.0,127.71,35.71,16.34,5.72,0.0
20230331:1510,391.74,471.55,25.61,16.07,5.52,0.0
20230331:1610,412.19,494.31,14.75,15.67,4.97,0.0
20230331:1710,4.23,14.48,3.61,15.07,4.55,0.0
20230331:1810,0.0,0.0,0.0,14.07,4.21,0.0
20230331:1910,0.0,0.0,0.0,13.5,4.21,0.0
20230331:2010,0.0,0.0,0.0,13.2,3.38,0.0
20230331:2110,0.0,0.0,0.0,12.9,3.24,0.0
20230331:2210,0.0,0.0,0.0,12.76,3.1,0.0
20230331:2310,0.0,0.0,0.0,12.58,2.55,0.0
20230401:0010,0.0,0.0,0.0,12.69,3.38,0.0
20230401:0110,0.0,0.0,0.0,12.62,3.79,0.0
20230401:0210,0.0,0.0,0.0,12.24,3.17,0.0
20230401:0310,0.0,0.0,0.0,12.36,2.34,0.0
20230401:0410,0.0,0.0,0.0,12.64,2.0,0.0
20230401:0510,0.25,6.34,2.26,12.3,2.62,0.0
20230401:0610,44.0,67.88,13.41,12.24,2.21,0.0
20230401:0710,132.3,172.87,24.35,14.02,2.62,0.0
20230401:0810,204.14,265.41,34.62,14.84,3.1,0.0
20230401:0910,307.88,388.95,43.53,15.29,3.38,0.0
20230401:1010,461.64,569.98,50.01,15.87,3.72,0.0
20230401:1110,583.62,715.12,52.65,16.16,4.21,0.0
20230401:1210,691.91,849.24,50.64,16.19,4.69,0.0
20230401:1310,716.6,879.91,44.61,15.91,4.69,0.0
20230401:1410,670.0,819.61,35.96,15.81,4.41,0.0
20230401:1510,583.25,709.39,25.83,15.45,3.72,0.0
20230401:1610,255.89,313.16,14.95,14.88,2.83,0.0
20230401:1710,4.78,15.39,3.81,14.24,1.66,0.0
20230401:1810,0.0,0.0,0.0,13.45,0.83,0.0
20230401:1910,0.0,0.0,0.0,12.98,0.9,0.0
20230401:2010,0.0,0.0,0.0,12.84,0.9,0.0
20230401:2110,0.0,0.0,0.0,12.71,0.83,0.0
20230401:2210,0.0,0.0,0.0,12.53,0.14,0.0
20230401:2310,0.0,0.0,0.0,12.05,0.48,0.0
20230402:0010,0.0,0.0,0.0,11.46,0.76,0.0
20230402:0110,0.0,0.0,0.0,10.99,0.9,0.0
20230402:0210,0.0,0.0,0.0,9.9,1.03,0.0
20230402:0310,0.0,0.0,0.0,8.21,1.45,0.0
20230402:0410,0.0,0.0,0.0,7.26,1.72,0.0
20230402:0510,0.0,3.62,2.58,7.28,2.0,0.0
20230402:0610,54.69,79.65,13.73,8.53,2.21,0.0
20230402:0710,137.26,176.49,24.67,11.14,2.55,0.0
20230402:0810,208.2,269.57,34.96,12.86,2.48,0.0
20230402:0910,303.49,393.98,43.9,14.03,2.48,0.0
20230402:1010,450.41,558.12,50.4,14.9,2.48,0.0
20230402:1110,475.57,589.04,53.03,15.64,2.41,0.0
20230402:1210,606.12,756.18,50.98,16.0,2.41,0.0
20230402:1310,679.35,851.75,44.9,15.98,2.48,0.0
20230402:1410,583.51,721.87,36.2,15.71,2.48,0.0
20230402:1510,210.42,262.74,26.04,14.88,2.69,0.0
20230402:1610,62.63,90.85,15.16,14.32,2.07,0.0
20230402:1710,2.29,10.86,4.01,13.84,0.62,0.0
20230402:1810,0.0,0.0,0.0,13.22,1.93,0.0
20230402:1910,0.0,0.0,0.0,12.56,2.14,0.0
20230402:2010,0.0,0.0,0.0,12.1,1.72,0.0
20230402:2110,0.0,0.0,0.0,11.78,2.48,0.0
20230402:2210,0.0,0.0,0.0,11.6,3.45,0.0
20230402:2310,0.0,0.0,0.0,11.22,3.72,0.0
20230403:0010,0.0,0.0,0.0,10.66,3.86,0.0
20230403:0110,0.0,0.0,0.0,9.85,4.14,0.0
20230403:0210,0.0,0.0,0.0,9.3,4.07,0.0
20230403:0310,0.0,0.0,0.0,8.85,3.93,0.0
20230403:0410,0.0,0.0,0.0,8.56,3.93,0.0
20230403:0510,1.47,9.05,2.89,8.38,4.07,0.0
20230403:0610,43.26,66.07,14.04,9.12,4.14,0.0
20230403:0710,78.67,108.61,25.0,11.28,4.34,0.0
20230403:0810,126.14,203.39,35.3,13.61,4.69,0.0
20230403:0910,309.97,402.29,44.27,15.4,4.62,0.0
20230403:1010,476.57,586.76,50.79,16.68,4.76,0.0
20230403:1110,610.08,753.73,53.42,17.53,4.14,0.0
20230403:1210,701.91,875.2,51.33,17.94,4.07,0.0
20230403:1310,712.0,886.21,45.19,18.06,4.41,0.0
20230403:1410,653.44,805.08,36.45,17.71,4.62,0.0
20230403:1510,557.97,678.75,26.26,17.07,4.62,0.0
20230403:1610,356.31,430.78,15.36,16.47,4.55,0.0
20230403:1710,4.23,14.48,4.21,15.06,5.03,0.0
20230403:1810,0.0,0.0,0.0,13.26,5.45,0.0
20230403:1910,0.0,0.0,0.0,12.21,4.97,0.0
20230403:2010,0.0,0.0,0.0,11.24,4.62,0.0
20230403:2110,0.0,0.0,0.0,10.36,4.34,0.0
20230403:2210,0.0,0.0,0.0,9.56,4.28,0.0
20230403:2310,0.0,0.0,0.0,8.82,4.55,0.0
20230404:0010,0.0,0.0,0.0,8.21,4.83,0.0
20230404:0110,0.0,0.0,0.0,7.7,4.9,0.0
20230404:0210,0.0,0.0,0.0,7.31,4.76,0.0
20230404:0310,0.0,0.0,0.0,6.97,4.62,0.0
20230404:0410,0.0,0.0,0.0,6.5,4.41,0.0
20230404:0510,3.42,12.67,3.21,6.18,4.14,0.0
20230404:0610,46.07,68.78,14.36,6.63,3.79,0.0
20230404:0710,84.92,114.94,25.32,9.14,3.59,0.0
20230404:0810,133.1,209.44,35.64,10.78,3.03,0.0
20230404:0910,324.46,407.41,44.63,12.18,1.93,0.0
20230404:1010,476.24,591.56,51.17,12.85,1.24,0.0
20230404:1110,433.96,532.31,53.8,12.72,1.86,0.0
20230404:1210,197.9,247.99,51.67,12.5,2.34,0.0
20230404:1310,410.0,496.95,45.48,12.53,2.69,0.0
20230404:1410,139.43,179.45,36.69,12.06,2.97,0.0
20230404:1510,130.36,168.55,26.47,11.89,3.03,0.0
20230404:1610,232.23,281.69,15.55,11.42,2.69,0.0
20230404:1710,2.81,11.77,4.41,11.05,2.21,0.0
20230404:1810,0.0,0.0,0.0,9.96,1.59,0.0
20230404:1910,0.0,0.0,0.0,9.83,1.17,0.0
20230404:2010,0.0,0.0,0.0,8.51,1.45,0.0
20230404:2110,0.0,0.0,0.0,7.32,1.72,0.0
20230404:2210,0.0,0.0,0.0,8.26,2.0,0.0
20230404:2310,0.0,0.0,0.0,8.74,2.48,0.0
20230405:0010,0.0,0.0,0.0,8.77,2.76,0.0
20230405:0110,0.0,0.0,0.0,8.46,2.62,0.0
20230405:0210,0.0,0.0,0.0,8.29,2.48,0.0
20230405:0310,0.0,0.0,0.0,7.99,2.41,0.0
20230405:0410,0.0,0.0,0.0,7.79,2.34,0.0
20230405:0510,1.93,9.96,3.52,7.5,2.48,0.0
20230405:0610,70.51,97.75,14.67,7.53,2.55,0.0
20230405:0710,141.61,180.11,25.64,9.09,2.07,0.0
20230405:0810,185.26,254.26,35.98,9.85,2.28,0.0
20230405:0910,328.27,406.13,44.99,10.43,2.21,0.0
20230405:1010,153.39,194.87,51.56,10.58,1.93,0.0
20230405:1110,327.31,398.76,54.19,10.77,1.79,0.0
20230405:1210,45.28,69.06,52.01,10.75,1.72,0.0
20230405:1310,78.63,108.79,45.76,11.18,2.07,0.0
20230405:1410,78.86,108.79,36.93,10.61,2.14,0.0
20230405:1510,44.67,68.11,26.68,9.99,1.86,0.0
20230405:1610,63.67,90.35,15.75,9.32,1.79,0.0
20230405:1710,9.0,21.72,4.6,8.93,1.45,0.0
20230405:1810,0.0,0.0,0.0,8.45,0.97,0.0
20230405:1910,0.0,0.0,0.0,8.32,0.9,0.0
20230405:2010,0.0,0.0,0.0,7.94,0.97,0.0
20230405:2110,0.0,0.0,0.0,7.63,0.83,0.0
20230405:2210,0.0,0.0,0.0,7.21,0.97,0.0
20230405:2310,0.0,0.0,0.0,5.99,1.45,0.0
20230406:0010,0.0,0.0,0.0,5.48,1.66,0.0
20230406:0110,0.0,0.0,0.0,4.96,1.86,0.0
20230406:0210,0.0,0.0,0.0,4.51,2.14,0.0
20230406:0310,0.0,0.0,0.0,4.24,2.41,0.0
20230406:0410,0.0,0.0,0.0,4.0,2.62,0.0
20230406:0510,5.11,15.39,3.83,3.61,2.76,0.0
20230406:0610,47.96,70.59,14.98,4.86,2.55,0.0
20230406:0710,73.87,101.37,25.95,6.98,2.83,0.0
20230406:0810,131.47,211.17,36.31,8.76,3.03,0.0
20230406:0910,332.9,422.78,45.35,10.32,2.48,0.0
20230406:1010,503.62,618.3,51.94,11.56,1.79,0.0
20230406:1110,632.7,785.07,54.57,12.56,1.66,0.0
20230406:1210,722.01,908.29,52.35,13.38,1.79,0.0
20230406:1310,749.82,938.51,46.05,13.98,2.55,0.0
20230406:1410,721.16,886.92,37.17,14.12,3.59,0.0
20230406:1510,634.73,766.52,26.89,14.18,4.41,0.0
20230406:1610,445.15,529.02,15.95,13.79,5.03,0.0
20230406:1710,9.41,22.63,4.8,12.77,4.97,0.0
20230406:1810,0.0,0.0,0.0,11.45,4.55,0.0
20230406:1910,0.0,0.0,0.0,10.73,3.66,0.0
20230406:2010,0.0,0.0,0.0,9.95,3.31,0.0
20230406:2110,0.0,0.0,0.0,9.22,2.97,0.0
20230406:2210,0.0,0.0,0.0,8.46,2.62,0.0
20230406:2310,0.0,0.0,0.0,7.56,2.28,0.0
20230407:0010,0.0,0.0,0.0,6.67,2.07,0.0
20230407:0110,0.0,0.0,0.0,5.78,1.86,0.0
20230407:0210,0.0,0.0,0.0,5.04,1.79,0.0
20230407:0310,0.0,0.0,0.0,4.41,1.72,0.0
20230407:0410,0.0,0.0,0.0,4.03,1.66,0.0
20230407:0510,6.83,18.1,4.13,3.82,1.59,0.0
20230407:0610,50.75,74.22,15.28,5.7,1.17,0.0
20230407:0710,74.97,104.08,26.27,9.56,0.55,0.0
20230407:0810,135.44,217.3,36.64,11.43,0.69,0.0
20230407:0910,330.36,426.13,45.71,12.55,1.31,0.0
20230407:1010,502.23,621.35,52.32,13.38,1.86,0.0
20230407:1110,606.98,749.02,54.94,13.95,2.48,0.0
20230407:1210,731.93,910.35,52.69,14.19,2.9,0.0
20230407:1310,755.32,940.07,46.33,14.25,3.1,0.0
20230407:1410,728.08,898.96,37.4,14.12,3.31,0.0
20230407:1510,635.32,772.47,27.1,13.73,3.38,0.0
20230407:1610,451.76,540.72,16.14,13.21,3.24,0.0
20230407:1710,10.03,23.53,4.99,12.49,2.83,0.0
20230407:1810,0.0,0.0,0.0,11.56,2.69,0.0
20230407:1910,0.0,0.0,0.0,11.19,2.9,0.0
20230407:2010,0.0,0.0,0.0,10.59,2.83,0.0
20230407:2110,0.0,0.0,0.0,10.08,2.76,0.0
20230407:2210,0.0,0.0,0.0,9.94,2.76,0.0
20230407:2310,0.0,0.0,0.0,9.73,2.9,0.0
20230408:0010,0.0,0.0,0.0,9.4,3.1,0.0
20230408:0110,0.0,0.0,0.0,9.35,3.66,0.0
20230408:0210,0.0,0.0,0.0,9.35,4.0,0.0
20230408:0310,0.0,0.0,0.0,9.36,4.41,0.0
20230408:0410,0.0,0.0,0.0,9.15,4.07,0.0
20230408:0510,0.0,2.72,4.44,9.09,3.24,0.0
20230408:0610,68.39,95.94,15.59,9.28,2.9,0.0
20230408:0710,149.1,189.16,26.58,9.23,1.38,0.0
20230408:0810,137.17,217.78,36.97,10.26,2.0,0.0
20230408:0910,333.36,421.22,46.07,10.75,2.41,0.0
20230408:1010,383.98,468.42,52.7,11.91,2.41,0.0
20230408:1110,221.6,276.11,55.32,12.78,2.28,0.0
20230408:1210,267.8,330.23,53.02,13.0,2.55,0.0
20230408:1310,323.67,394.05,46.61,12.4,2.69,0.0
20230408:1410,516.83,629.03,37.64,11.76,1.72,0.0
20230408:1510,547.48,661.83,27.31,11.71,2.14,0.0
20230408:1610,450.89,541.7,16.34,11.53,1.72,0.0
20230408:1710,12.61,27.15,5.19,10.96,1.17,0.0
20230408:1810,0.0,0.0,0.0,10.46,1.38,0.0
20230408:1910,0.0,0.0,0.0,9.68,2.14,0.0
20230408:2010,0.0,0.0,0.0,9.05,2.0,0.0
20230408:2110,0.0,0.0,0.0,7.95,2.0,0.0
20230408:2210,0.0,0.0,0.0,7.01,2.07,0.0
20230408:2310,0.0,0.0,0.0,6.13,2.07,0.0
20230409:0010,0.0,0.0,0.0,5.41,1.93,0.0
20230409:0110,0.0,0.0,0.0,4.88,2.0,0.0
20230409:0210,0.0,0.0,0.0,4.52,2.07,0.0
20230409:0310,0.0,0.0,0.0,4.35,2.14,0.0
20230409:0410,0.0,0.0,0.0,4.37,2.21,0.0
20230409:0510,8.0,19.91,4.74,4.5,2.28,0.0
20230409:0610,49.18,72.41,15.89,6.06,2.07,0.0
20230409:0710,99.78,132.14,26.89,8.85,2.0,0.0
20230409:0810,141.7,223.21,37.3,10.82,1.93,0.0
20230409:0910,336.28,430.59,46.42,12.48,1.72,0.0
20230409:1010,502.88,624.54,53.08,13.9,1.66,0.0
20230409:1110,617.31,767.17,55.69,15.08,2.34,0.0
20230409:1210,717.25,891.67,53.35,15.92,3.52,0.0
20230409:1310,365.36,447.32,46.88,16.39,4.76,0.0
20230409:1410,462.5,560.05,37.87,16.39,5.38,0.0
20230409:1510,126.23,166.23,27.51,15.89,4.83,0.0
20230409:1610,449.62,542.17,16.53,15.08,3.45,0.0
20230409:1710,12.37,27.15,5.38,14.5,2.9,0.0
20230409:1810,0.0,0.0,0.0,13.12,3.03,0.0
20230409:1910,0.0,0.0,0.0,12.13,3.59,0.0
20230409:2010,0.0,0.0,0.0,11.14,3.59,0.0
20230409:2110,0.0,0.0,0.0,10.22,3.52,0.0
20230409:2210,0.0,0.0,0.0,9.42,3.52,0.0
20230409:2310,0.0,0.0,0.0,8.75,3.59,0.0
20230410:0010,0.0,0.0,0.0,8.17,3.66,0.0
20230410:0110,0.0,0.0,0.0,7.62,3.72,0.0
20230410:0210,0.0,0.0,0.0,7.16,3.79,0.0
20230410:0310,0.0,0.0,0.0,6.79,3.93,0.0
20230410:0410,0.0,0.0,0.0,6.49,4.14,0.0
20230410:0510,11.02,24.44,5.04,6.33,4.28,0.0
20230410:0610,53.62,77.84,16.19,7.2,4.28,0.0
20230410:0710,76.19,104.99,27.2,9.72,4.97,0.0
20230410:0810,147.32,229.77,37.62,11.55,5.52,0.0
20230410:0910,350.47,440.71,46.77,12.87,5.52,0.0
20230410:1010,525.76,635.48,53.45,14.06,5.45,0.0
20230410:1110,664.57,807.84,56.07,15.11,5.1,0.0
20230410:1210,746.56,919.61,53.68,15.92,4.76,0.0
20230410:1310,760.2,940.51,47.16,16.35,4.69,0.0
20230410:1410,731.38,903.41,38.1,16.61,4.55,0.0
20230410:1510,641.46,784.68,27.72,16.49,4.34,0.0
20230410:1610,455.71,549.74,16.72,16.05,4.21,0.0
20230410:1710,13.61,28.96,5.57,14.88,4.14,0.0
20230410:1810,0.0,0.0,0.0,13.2,4.07,0.0
20230410:1910,0.0,0.0,0.0,12.05,3.66,0.0
20230410:2010,0.0,0.0,0.0,10.99,3.59,0.0
20230410:2110,0.0,0.0,0.0,10.04,3.45,0.0
20230410:2210,0.0,0.0,0.0,9.14,3.24,0.0
20230410:2310,0.0,0.0,0.0,8.31,2.97,0.0
20230411:0010,0.0,0.0,0.0,7.59,2.83,0.0
20230411:0110,0.0,0.0,0.0,6.93,2.48,0.0
20230411:0210,0.0,0.0,0.0,6.14,2.14,0.0
20230411:0310,0.0,0.0,0.0,5.37,1.86,0.0
20230411:0410,0.0,0.0,0.0,4.82,1.86,0.0
20230411:0510,11.76,25.34,5.34,4.52,1.93,0.0
20230411:0610,81.07,109.51,16.48,6.34,1.72,0.0
20230411:0710,156.38,198.21,27.5,9.98,1.31,0.0
20230411:0810,213.68,286.25,37.94,11.86,1.17,0.0
20230411:0910,335.26,421.75,47.11,13.13,0.9,0.0
20230411:1010,483.53,599.34,53.82,14.22,1.93,0.0
20230411:1110,610.27,752.34,56.43,14.78,2.97,0.0
20230411:1210,693.58,859.1,54.01,15.24,3.38,0.0
20230411:1310,459.16,561.69,47.43,15.54,3.52,0.0
20230411:1410,598.02,731.92,38.33,15.44,3.66,0.0
20230411:1510,602.53,734.4,27.92,15.11,3.52,0.0
20230411:1610,333.75,403.57,16.92,14.53,2.9,0.0
20230411:1710,15.61,31.68,5.77,13.87,2.21,0.0
20230411:1810,0.0,0.0,0.0,13.22,1.66,0.0
20230411:1910,0.0,0.0,0.0,12.39,1.31,0.0
20230411:2010,0.0,0.0,0.0,12.04,1.59,0.0
20230411:2110,0.0,0.0,0.0,12.23,1.79,0.0
