Latitude (decimal degrees):	41.893
Longitude (decimal degrees):	12.483
Elevation (m):	42
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: -179 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230405:0510,2.16,10.41,3.52,7.5,2.48,0.0
20230405:0610,86.53,121.57,14.67,7.53,2.55,0.0
20230405:0710,162.84,207.69,25.64,9.09,2.07,0.0
20230405:0810,277.64,350.58,35.98,9.85,2.28,0.0
20230405:0910,333.11,411.26,44.99,10.43,2.21,0.0
20230405:1010,153.39,194.87,51.56,10.58,1.93,0.0
20230405:1110,310.53,380.23,54.19,10.77,1.79,0.0
20230405:1210,45.28,69.06,52.01,10.75,1.72,0.0
20230405:1310,78.63,108.79,45.76,11.18,2.07,0.0
20230405:1410,78.86,108.79,36.93,10.61,2.14,0.0
20230405:1510,44.67,68.11,26.68,9.99,1.86,0.0
20230405:1610,59.02,85.44,15.75,9.32,1.79,0.0
20230405:1710,9.0,21.72,4.6,8.93,1.45,0.0
20230405:1810,0.0,0.0,0.0,8.45,0.97,0.0
20230405:1910,0.0,0.0,0.0,8.32,0.9,0.0
20230405:2010,0.0,0.0,0.0,7.94,0.97,0.0
20230405:2110,0.0,0.0,0.0,7.63,0.83,0.0
20230405:2210,0.0,0.0,0.0,7.21,0.97,0.0
20230405:2310,0.0,0.0,0.0,5.99,1.45,0.0
20230406:0010,0.0,0.0,0.0,5.48,1.66,0.0
20230406:0110,0.0,0.0,0.0,4.96,1.86,0.0
20230406:0210,0.0,0.0,0.0,4.51,2.14,0.0
20230406:0310,0.0,0.0,0.0,4.24,2.41,0.0
20230406:0410,0.0,0.0,0.0,4.0,2.62,0.0
20230406:0510,6.66,19.37,3.83,3.61,2.76,0.0
20230406:0610,117.42,176.77,14.98,4.86,2.55,0.0
20230406:0710,210.41,283.35,25.95,6.98,2.83,0.0
20230406:0810,289.37,371.06,36.31,8.76,3.03,0.0
20230406:0910,346.45,436.88,45.35,10.32,2.48,0.0
20230406:1010,378.19,476.39,51.94,11.56,1.79,0.0
20230406:1110,388.7,491.46,54.57,12.56,1.66,0.0
20230406:1210,376.02,479.2,52.35,13.38,1.79,0.0
20230406:1310,337.79,434.99,46.05,13.98,2.55,0.0
20230406:1410,278.08,367.1,37.17,14.12,3.59,0.0
20230406:1510,199.75,280.47,26.89,14.18,4.41,0.0
20230406:1610,110.35,174.38,15.95,13.79,5.03,0.0
20230406:1710,9.41,22.63,4.8,12.77,4.97,0.0
20230406:1810,0.0,0.0,0.0,11.45,4.55,0.0
20230406:1910,0.0,0.0,0.0,10.73,3.66,0.0
20230406:2010,0.0,0.0,0.0,9.95,3.31,0.0
20230406:2110,0.0,0.0,0.0,9.22,2.97,0.0
20230406:2210,0.0,0.0,0.0,8.46,2.62,0.0
20230406:2310,0.0,0.0,0.0,7.56,2.28,0.0
20230407:0010,0.0,0.0,0.0,6.67,2.07,0.0
20230407:0110,0.0,0.0,0.0,5.78,1.86,0.0
20230407:0210,0.0,0.0,0.0,5.04,1.79,0.0
20230407:0310,0.0,0.0,0.0,4.41,1.72,0.0
20230407:0410,0.0,0.0,0.0,4.03,1.66,0.0
20230407:0510,9.16,23.75,4.13,3.82,1.59,0.0
20230407:0610,120.77,180.03,15.28,5.7,1.17,0.0
20230407:0710,210.98,288.28,26.27,9.56,0.55,0.0
20230407:0810,286.37,375.02,36.64,11.43,0.69,0.0
20230407:0910,344.87,441.68,45.71,12.55,1.31,0.0
20230407:1010,380.15,481.76,52.32,13.38,1.86,0.0
20230407:1110,391.51,492.48,54.94,13.95,2.48,0.0
20230407:1210,382.71,484.81,52.69,14.19,2.9,0.0
20230407:1310,343.64,440.44,46.33,14.25,3.1,0.0
20230407:1410,283.09,373.14,37.4,14.12,3.31,0.0
20230407:1510,204.35,285.54,27.1,13.73,3.38,0.0
20230407:1610,114.66,179.8,16.14,13.21,3.24,0.0
20230407:1710,10.03,23.53,4.99,12.49,2.83,0.0
20230407:1810,0.0,0.0,0.0,11.56,2.69,0.0
20230407:1910,0.0,0.0,0.0,11.19,2.9,0.0
20230407:2010,0.0,0.0,0.0,10.59,2.83,0.0
20230407:2110,0.0,0.0,0.0,10.08,2.76,0.0
20230407:2210,0.0,0.0,0.0,9.94,2.76,0.0
20230407:2310,0.0,0.0,0.0,9.73,2.9,0.0
20230408:0010,0.0,0.0,0.0,9.4,3.1,0.0
20230408:0110,0.0,0.0,0.0,9.35,3.66,0.0
20230408:0210,0.0,0.0,0.0,9.35,4.0,0.0
20230408:0310,0.0,0.0,0.0,9.36,4.41,0.0
20230408:0410,0.0,0.0,0.0,9.15,4.07,0.0
20230408:0510,0.0,2.84,4.44,9.09,3.24,0.0
20230408:0610,77.63,108.64,15.59,9.28,2.9,0.0
20230408:0710,179.88,229.05,26.58,9.23,1.38,0.0
20230408:0810,292.59,376.73,36.97,10.26,2.0,0.0
20230408:0910,348.6,437.2,46.07,10.75,2.41,0.0
20230408:1010,356.47,437.83,52.7,11.91,2.41,0.0
20230408:1110,220.8,275.25,55.32,12.78,2.28,0.0
20230408:1210,260.04,321.72,53.02,13.0,2.55,0.0
20230408:1310,284.23,350.32,46.61,12.4,2.69,0.0
20230408:1410,282.88,358.42,37.64,11.76,1.72,0.0
20230408:1510,205.76,278.04,27.31,11.71,2.14,0.0
20230408:1610,117.63,182.45,16.34,11.53,1.72,0.0
20230408:1710,12.61,27.15,5.19,10.96,1.17,0.0
20230408:1810,0.0,0.0,0.0,10.46,1.38,0.0
20230408:1910,0.0,0.0,0.0,9.68,2.14,0.0
20230408:2010,0.0,0.0,0.0,9.05,2.0,0.0
20230408:2110,0.0,0.0,0.0,7.95,2.0,0.0
20230408:2210,0.0,0.0,0.0,7.01,2.07,0.0
20230408:2310,0.0,0.0,0.0,6.13,2.07,0.0
20230409:0010,0.0,0.0,0.0,5.41,1.93,0.0
20230409:0110,0.0,0.0,0.0,4.88,2.0,0.0
20230409:0210,0.0,0.0,0.0,4.52,2.07,0.0
20230409:0310,0.0,0.0,0.0,4.35,2.14,0.0
20230409:0410,0.0,0.0,0.0,4.37,2.21,0.0
20230409:0510,9.88,23.95,4.74,4.5,2.28,0.0
20230409:0610,132.7,194.52,15.89,6.06,2.07,0.0
20230409:0710,219.51,289.21,26.89,8.85,2.0,0.0
20230409:0810,298.43,383.9,37.3,10.82,1.93,0.0
20230409:0910,353.69,449.2,46.42,12.48,1.72,0.0
20230409:1010,386.24,489.66,53.08,13.9,1.66,0.0
20230409:1110,394.59,498.8,55.69,15.08,2.34,0.0
20230409:1210,385.73,488.39,53.35,15.92,3.52,0.0
20230409:1310,303.7,378.0,46.88,16.39,4.76,0.0
20230409:1410,280.49,355.14,37.87,16.39,5.38,0.0
20230409:1510,120.52,160.17,27.51,15.89,4.83,0.0
20230409:1610,121.0,187.52,16.53,15.08,3.45,0.0
20230409:1710,12.37,27.15,5.38,14.5,2.9,0.0
20230409:1810,0.0,0.0,0.0,13.12,3.03,0.0
20230409:1910,0.0,0.0,0.0,12.13,3.59,0.0
20230409:2010,0.0,0.0,0.0,11.14,3.59,0.0
20230409:2110,0.0,0.0,0.0,10.22,3.52,0.0
20230409:2210,0.0,0.0,0.0,9.42,3.52,0.0
20230409:2310,0.0,0.0,0.0,8.75,3.59,0.0
20230410:0010,0.0,0.0,0.0,8.17,3.66,0.0
20230410:0110,0.0,0.0,0.0,7.62,3.72,0.0
20230410:0210,0.0,0.0,0.0,7.16,3.79,0.0
20230410:0310,0.0,0.0,0.0,6.79,3.93,0.0
20230410:0410,0.0,0.0,0.0,6.49,4.14,0.0
20230410:0510,14.52,31.73,5.04,6.33,4.28,0.0
20230410:0610,137.26,197.94,16.19,7.2,4.28,0.0
20230410:0710,232.21,306.69,27.2,9.72,4.97,0.0
20230410:0810,312.38,395.92,37.62,11.55,5.52,0.0
20230410:0910,370.41,461.36,46.77,12.87,5.52,0.0
20230410:1010,404.16,501.0,53.45,14.06,5.45,0.0
20230410:1110,415.81,517.81,56.07,15.11,5.1,0.0
20230410:1210,400.17,503.02,53.68,15.92,4.76,0.0
20230410:1310,358.22,456.47,47.16,16.35,4.69,0.0
20230410:1410,296.89,389.35,38.1,16.61,4.55,0.0
20230410:1510,217.98,302.1,27.72,16.49,4.34,0.0
20230410:1610,126.05,193.71,16.72,16.05,4.21,0.0
20230410:1710,13.61,28.96,5.57,14.88,4.14,0.0
20230410:1810,0.0,0.0,0.0,13.2,4.07,0.0
20230410:1910,0.0,0.0,0.0,12.05,3.66,0.0
20230410:2010,0.0,0.0,0.0,10.99,3.59,0.0
20230410:2110,0.0,0.0,0.0,10.04,3.45,0.0
20230410:2210,0.0,0.0,0.0,9.14,3.24,0.0
20230410:2310,0.0,0.0,0.0,8.31,2.97,0.0
20230411:0010,0.0,0.0,0.0,7.59,2.83,0.0
20230411:0110,0.0,0.0,0.0,6.93,2.48,0.0
20230411:0210,0.0,0.0,0.0,6.14,2.14,0.0
20230411:0310,0.0,0.0,0.0,5.37,1.86,0.0
20230411:0410,0.0,0.0,0.0,4.82,1.86,0.0
20230411:0510,15.41,32.62,5.34,4.52,1.93,0.0
20230411:0610,121.65,166.07,16.48,6.34,1.72,0.0
20230411:0710,194.58,247.21,27.5,9.98,1.31,0.0
20230411:0810,295.84,373.38,37.94,11.86,1.17,0.0
20230411:0910,342.58,429.86,47.11,13.13,0.9,0.0
20230411:1010,395.31,496.78,53.82,14.22,1.93,0.0
20230411:1110,407.86,510.32,56.43,14.78,2.97,0.0
20230411:1210,394.08,494.85,54.01,15.24,3.38,0.0
20230411:1310,337.05,420.2,47.43,15.54,3.52,0.0
20230411:1410,296.38,379.61,38.33,15.44,3.66,0.0
20230411:1510,218.69,298.17,27.92,15.11,3.52,0.0
20230411:1610,122.8,178.13,16.92,14.53,2.9,0.0
20230411:1710,15.61,31.68,5.77,13.87,2.21,0.0
20230411:1810,0.0,0.0,0.0,13.22,1.66,0.0
20230411:1910,0.0,0.0,0.0,12.39,1.31,0.0
20230411:2010,0.0,0.0,0.0,12.04,1.59,0.0
20230411:2110,0.0,0.0,0.0,12.23,1.79,0.0
20230411:2210,0.0,0.0,0.0,12.19,1.93,0.0
20230411:2310,0.0,0.0,0.0,12.19,1.93,0.0
20230412:0010,0.0,0.0,0.0,12.15,1.79,0.0
20230412:0110,0.0,0.0,0.0,11.87,1.66,0.0
20230412:0210,0.0,0.0,0.0,11.72,1.59,0.0
20230412:0310,0.0,0.0,0.0,11.21,1.79,0.0
20230412:0410,0.0,0.0,0.0,10.75,1.93,0.0
20230412:0510,17.06,35.4,5.63,10.38,1.93,0.0
20230412:0610,141.37,205.9,16.78,11.45,1.59,0.0
20230412:0710,232.58,311.1,27.8,12.97,2.28,0.0
20230412:0810,307.49,395.92,38.26,14.4,2.83,0.0
20230412:0910,363.6,461.56,47.46,15.57,2.97,0.0
20230412:1010,393.94,496.59,54.19,16.35,3.03,0.0
20230412:1110,405.31,512.27,56.8,17.1,3.17,0.0
20230412:1210,396.69,502.95,54.33,17.21,3.45,0.0
20230412:1310,354.3,453.06,47.7,17.13,3.38,0.0
20230412:1410,294.07,382.46,38.55,16.96,3.17,0.0
20230412:1510,220.67,303.23,28.12,16.52,2.97,0.0
20230412:1610,129.19,194.71,17.11,15.96,2.76,0.0
20230412:1710,14.85,30.77,5.96,15.24,2.28,0.0
20230412:1810,0.0,0.0,0.0,14.23,2.41,0.0
20230412:1910,0.0,0.0,0.0,13.51,3.17,0.0
20230412:2010,0.0,0.0,0.0,13.03,3.45,0.0
20230412:2110,0.0,0.0,0.0,12.71,3.86,0.0
20230412:2210,0.0,0.0,0.0,12.45,4.14,0.0
20230412:2310,0.0,0.0,0.0,12.19,4.41,0.0
20230413:0010,0.0,0.0,0.0,11.95,4.69,0.0
20230413:0110,0.0,0.0,0.0,11.75,4.97,0.0
20230413:0210,0.0,0.0,0.0,11.56,5.1,0.0
20230413:0310,0.0,0.0,0.0,11.34,5.45,0.0
20230413:0410,0.0,0.0,0.0,11.49,5.59,0.0
20230413:0510,5.28,16.08,5.92,11.56,5.17,0.0
20230413:0610,23.9,42.57,17.07,12.35,4.9,0.0
20230413:0710,41.67,65.27,28.1,13.67,5.24,0.0
20230413:0810,80.04,111.63,38.58,14.66,5.45,0.0
20230413:0910,354.2,437.49,47.8,15.51,5.79,0.0
20230413:1010,155.53,200.55,54.56,15.97,5.52,0.0
20230413:1110,55.93,83.25,57.17,15.62,5.45,0.0
20230413:1210,167.1,213.79,54.66,15.68,5.38,0.0
20230413:1310,46.7,71.89,47.96,15.31,5.45,0.0
20230413:1410,33.17,54.87,38.78,14.55,5.1,0.0
20230413:1510,45.49,70.0,28.32,13.76,4.55,0.0
20230413:1610,34.86,56.76,17.29,13.37,4.21,0.0
20230413:1710,13.1,28.06,6.15,13.2,4.14,0.0
20230413:1810,0.0,0.0,0.0,12.58,3.93,0.0
20230413:1910,0.0,0.0,0.0,11.74,3.24,0.0
20230413:2010,0.0,0.0,0.0,10.74,3.03,0.0
20230413:2110,0.0,0.0,0.0,10.06,3.79,0.0
20230413:2210,0.0,0.0,0.0,9.66,3.45,0.0
20230413:2310,0.0,0.0,0.0,8.88,2.83,0.0
20230414:0010,0.0,0.0,0.0,8.76,2.76,0.0
20230414:0110,0.0,0.0,0.0,8.33,2.55,0.0
20230414:0210,0.0,0.0,0.0,7.75,2.76,0.0
20230414:0310,0.0,0.0,0.0,7.69,1.1,0.0
20230414:0410,0.0,0.0,0.0,7.34,1.38,0.0
20230414:0510,46.4,83.84,6.21,6.56,0.83,0.0
20230414:0610,138.04,188.13,17.36,7.94,1.03,0.0
20230414:0710,250.37,331.03,28.39,10.6,0.9,0.0
20230414:0810,312.33,394.66,38.89,11.39,0.62,0.0
20230414:0910,375.75,466.39,48.13,12.02,2.07,0.0
20230414:1010,289.69,354.95,54.92,12.92,3.86,0.0
20230414:1110,411.0,500.69,57.53,13.35,5.1,0.0
20230414:1210,416.45,510.27,54.98,13.76,5.93,0.0
20230414:1310,147.95,190.14,48.23,14.23,6.14,0.0
20230414:1410,101.2,136.22,39.0,14.35,5.66,0.0
20230414:1510,96.37,130.55,28.52,14.2,5.38,0.0
20230414:1610,71.04,101.4,17.48,14.0,4.41,0.0
20230414:1710,16.29,32.58,6.34,13.65,3.31,0.0
20230414:1810,0.0,0.0,0.0,12.76,2.28,0.0
20230414:1910,0.0,0.0,0.0,12.0,2.48,0.0
20230414:2010,0.0,0.0,0.0,11.05,2.14,0.0
20230414:2110,0.0,0.0,0.0,10.44,1.72,0.0
20230414:2210,0.0,0.0,0.0,10.48,1.38,0.0
20230414:2310,0.0,0.0,0.0,10.21,1.17,0.0
20230415:0010,0.0,0.0,0.0,9.58,1.24,0.0
20230415:0110,0.0,0.0,0.0,9.1,1.38,0.0
20230415:0210,0.0,0.0,0.0,8.9,1.59,0.0
20230415:0310,0.0,0.0,0.0,9.48,2.28,0.0
20230415:0410,0.0,0.0,0.0,9.91,2.76,0.0
20230415:0510,0.76,7.57,6.5,10.5,3.1,0.0
20230415:0610,58.57,85.03,17.64,10.94,4.07,0.0
20230415:0710,178.6,225.32,28.68,11.07,3.72,0.0
20230415:0810,120.38,157.03,39.19,11.64,3.79,0.0
20230415:0910,172.81,217.58,48.47,12.42,4.69,0.0
20230415:1010,114.38,150.41,55.28,12.5,5.24,0.0
20230415:1110,202.03,252.58,57.89,13.99,5.38,0.0
20230415:1210,132.61,172.17,55.29,13.66,5.45,0.0
20230415:1310,193.96,243.2,48.49,13.86,5.24,0.0
20230415:1410,196.85,247.1,39.22,14.06,5.17,0.0
20230415:1510,165.75,212.37,28.71,13.97,4.76,0.0
20230415:1610,94.02,130.29,17.67,13.73,3.45,0.0
20230415:1710,35.4,65.76,6.53,12.86,2.41,0.0
20230415:1810,0.0,0.0,0.0,11.88,2.14,0.0
20230415:1910,0.0,0.0,0.0,11.15,1.45,0.0
20230415:2010,0.0,0.0,0.0,10.58,2.9,0.0
20230415:2110,0.0,0.0,0.0,10.7,3.79,0.0
20230415:2210,0.0,0.0,0.0,10.67,4.0,0.0
20230415:2310,0.0,0.0,0.0,10.64,3.66,0.0
20230416:0010,0.0,0.0,0.0,10.32,3.66,0.0
20230416:0110,0.0,0.0,0.0,9.62,3.52,0.0
20230416:0210,0.0,0.0,0.0,9.25,3.31,0.0
20230416:0310,0.0,0.0,0.0,8.66,3.03,0.0
20230416:0410,0.0,0.0,0.0,8.23,2.76,0.0
20230416:0510,49.68,85.73,6.78,8.04,2.28,0.0
20230416:0610,94.69,128.3,17.92,9.21,1.52,0.0
20230416:0710,142.7,183.05,28.97,10.61,1.93,0.0
20230416:0810,325.64,407.85,39.5,11.97,2.28,0.0
20230416:0910,382.26,477.6,48.8,13.04,1.93,0.0
20230416:1010,414.82,521.41,55.63,14.01,1.45,0.0
20230416:1110,257.73,321.8,58.24,14.49,2.0,0.0
20230416:1210,299.27,372.11,55.61,15.22,2.69,0.0
20230416:1310,375.01,471.87,48.75,16.02,3.52,0.0
20230416:1410,314.01,397.68,39.44,15.96,4.69,0.0
20230416:1510,221.03,285.07,28.91,15.83,5.86,0.0
20230416:1610,142.7,203.18,17.86,15.2,6.14,0.0
20230416:1710,36.37,66.91,6.72,14.2,6.0,0.0
20230416:1810,0.0,0.0,0.0,12.8,5.45,0.0
20230416:1910,0.0,0.0,0.0,12.2,4.9,0.0
20230416:2010,0.0,0.0,0.0,11.37,4.69,0.0
20230416:2110,0.0,0.0,0.0,10.78,4.48,0.0
20230416:2210,0.0,0.0,0.0,10.34,4.34,0.0
20230416:2310,0.0,0.0,0.0,9.98,4.21,0.0
20230417:0010,0.0,0.0,0.0,9.8,4.21,0.0
20230417:0110,0.0,0.0,0.0,9.48,4.34,0.0
20230417:0210,0.0,0.0,0.0,9.22,4.41,0.0
20230417:0310,0.0,0.0,0.0,8.99,4.41,0.0
20230417:0410,0.0,0.0,0.0,8.79,4.34,0.0
20230417:0510,34.63,60.0,7.06,8.71,4.34,0.0
20230417:0610,135.16,179.92,18.2,9.43,4.07,0.0
20230417:0710,225.65,283.6,29.26,11.46,3.86,0.0
20230417:0810,322.56,400.45,39.8,12.87,3.66,0.0
20230417:0910,389.71,485.52,49.12,14.5,3.52,0.0
20230417:1010,416.15,521.24,55.99,16.04,2.76,0.0
20230417:1110,420.96,535.06,58.6,17.04,1.52,0.0
20230417:1210,414.98,534.36,55.92,17.58,0.97,0.0
20230417:1310,373.86,478.37,49.01,17.76,2.21,0.0
20230417:1410,321.73,416.41,39.66,17.43,3.31,0.0
20230417:1510,244.09,327.91,29.1,17.1,3.38,0.0
20230417:1610,121.51,169.5,18.04,16.45,1.93,0.0
20230417:1710,3.0,12.3,6.9,15.76,1.66,0.0
20230417:1810,0.0,0.0,0.0,14.76,2.0,0.0
20230417:1910,0.0,0.0,0.0,13.65,1.93,0.0
20230417:2010,0.0,0.0,0.0,12.6,1.86,0.0
20230417:2110,0.0,0.0,0.0,11.8,1.93,0.0
20230417:2210,0.0,0.0,0.0,11.6,1.86,0.0
20230417:2310,0.0,0.0,0.0,11.45,2.0,0.0
20230418:0010,0.0,0.0,0.0,11.16,2.07,0.0
20230418:0110,0.0,0.0,0.0,10.85,2.07,0.0
20230418:0210,0.0,0.0,0.0,9.92,1.86,0.0
20230418:0310,0.0,0.0,0.0,9.6,2.0,0.0
20230418:0410,0.0,0.0,0.0,9.53,2.0,0.0
20230418:0510,23.47,42.76,7.34,9.37,2.0,0.0
20230418:0610,163.26,223.47,18.47,10.68,1.59,0.0
20230418:0710,255.1,332.53,29.54,12.98,0.9,0.0
20230418:0810,320.71,410.1,40.09,14.18,0.34,0.0
20230418:0910,255.68,323.72,49.45,14.95,0.28,0.0
20230418:1010,312.66,393.28,56.34,15.73,1.1,0.0
20230418:1110,125.49,166.49,58.95,15.84,1.86,0.0
20230418:1210,304.5,380.1,56.22,15.69,2.28,0.0
20230418:1310,342.49,429.47,49.26,15.85,2.07,0.0
20230418:1410,174.78,225.11,39.87,15.97,1.72,0.0
20230418:1510,207.61,267.43,29.29,15.3,2.34,0.0
20230418:1610,141.91,198.61,18.22,14.23,1.59,0.0
20230418:1710,20.41,39.52,7.09,13.89,0.69,0.0
20230418:1810,0.0,0.0,0.0,13.5,0.69,0.0
20230418:1910,0.0,0.0,0.0,11.82,1.1,0.0
20230418:2010,0.0,0.0,0.0,11.1,1.31,0.0
20230418:2110,0.0,0.0,0.0,11.43,0.97,0.0
20230418:2210,0.0,0.0,0.0,11.86,0.69,0.0
20230418:2310,0.0,0.0,0.0,11.22,0.9,0.0
20230419:0010,0.0,0.0,0.0,9.29,1.31,0.0
20230419:0110,0.0,0.0,0.0,7.98,1.66,0.0
20230419:0210,0.0,0.0,0.0,7.6,1.79,0.0
20230419:0310,0.0,0.0,0.0,7.29,1.86,0.0
20230419:0410,0.0,0.0,0.0,7.11,1.93,0.0
20230419:0510,62.17,101.09,7.61,7.23,1.93,0.0
20230419:0610,177.37,241.34,18.74,8.88,1.72,0.0
20230419:0710,271.71,352.29,29.81,11.99,1.72,0.0
20230419:0810,343.71,438.76,40.39,13.63,1.1,0.0
20230419:0910,391.4,503.34,49.76,14.97,0.07,0.0
20230419:1010,427.08,541.32,56.68,16.0,1.38,0.0
20230419:1110,430.4,540.55,59.29,16.53,2.41,0.0
20230419:1210,415.93,520.27,56.53,16.67,3.17,0.0
20230419:1310,394.08,496.17,49.51,16.08,3.31,0.0
20230419:1410,330.43,422.08,40.08,16.05,3.52,0.0
20230419:1510,241.88,315.83,29.48,15.58,2.76,0.0
20230419:1610,156.1,223.09,18.41,15.22,1.79,0.0
20230419:1710,51.47,91.69,7.28,14.9,1.31,0.0
20230419:1810,0.0,0.0,0.0,14.19,0.76,0.0
20230419:1910,0.0,0.0,0.0,13.4,1.24,0.0
20230419:2010,0.0,0.0,0.0,12.62,1.59,0.0
20230419:2110,0.0,0.0,0.0,11.9,1.86,0.0
20230419:2210,0.0,0.0,0.0,11.41,1.66,0.0
20230419:2310,0.0,0.0,0.0,11.04,1.52,0.0
20230420:0010,0.0,0.0,0.0,10.5,1.59,0.0
20230420:0110,0.0,0.0,0.0,9.91,1.59,0.0
20230420:0210,0.0,0.0,0.0,9.77,1.59,0.0
20230420:0310,0.0,0.0,0.0,10.04,1.66,0.0
20230420:0410,0.0,0.0,0.0,9.89,1.86,0.0
20230420:0510,50.64,82.88,7.88,10.34,1.86,0.0
20230420:0610,176.89,241.57,19.01,11.74,1.93,0.0
20230420:0710,274.29,355.47,30.08,12.96,1.93,0.0
20230420:0810,342.01,431.58,40.67,14.07,2.0,0.0
20230420:0910,388.71,487.68,50.08,15.17,1.93,0.0
20230420:1010,422.14,529.66,57.03,15.85,2.07,0.0
20230420:1110,420.9,526.96,59.64,16.16,2.34,0.0
20230420:1210,360.26,449.57,56.83,16.22,2.55,0.0
20230420:1310,373.3,468.78,49.76,16.5,2.62,0.0
20230420:1410,304.06,383.54,40.29,16.33,2.83,0.0
20230420:1510,244.76,318.67,29.67,15.95,2.97,0.0
20230420:1610,158.52,224.09,18.59,15.44,2.21,0.0
20230420:1710,56.52,98.59,7.46,14.99,1.38,0.0
20230420:1810,0.0,0.0,0.0,14.33,0.76,0.0
20230420:1910,0.0,0.0,0.0,13.8,1.45,0.0
20230420:2010,0.0,0.0,0.0,12.55,1.45,0.0
20230420:2110,0.0,0.0,0.0,12.05,1.45,0.0
20230420:2210,0.0,0.0,0.0,11.51,1.45,0.0
20230420:2310,0.0,0.0,0.0,11.0,1.52,0.0
20230421:0010,0.0,0.0,0.0,10.37,1.59,0.0
20230421:0110,0.0,0.0,0.0,9.63,1.66,0.0
20230421:0210,0.0,0.0,0.0,9.09,1.66,0.0
20230421:0310,0.0,0.0,0.0,8.77,1.72,0.0
20230421:0410,0.0,0.0,0.0,8.53,1.79,0.0
20230421:0510,73.66,116.88,8.14,8.73,1.79,0.0
20230421:0610,184.71,251.21,19.27,11.21,1.52,0.0
20230421:0710,278.22,363.55,30.35,14.26,1.17,0.0
20230421:0810,347.91,449.77,40.96,16.39,0.76,0.0
20230421:0910,399.09,515.85,50.39,17.7,0.55,0.0
20230421:1010,431.55,552.06,57.36,18.22,1.38,0.0
20230421:1110,441.84,560.85,59.98,18.3,2.14,0.0
20230421:1210,425.34,538.86,57.13,18.43,2.55,0.0
20230421:1310,399.66,509.22,50.0,18.37,2.76,0.0
20230421:1410,340.95,441.05,40.5,18.43,2.83,0.0
20230421:1510,259.87,346.61,29.86,18.41,3.03,0.0
20230421:1610,164.52,234.79,18.77,18.05,3.1,0.0
20230421:1710,63.2,109.54,7.65,17.22,2.55,0.0
20230421:1810,0.0,0.0,0.0,16.15,2.21,0.0
20230421:1910,0.0,0.0,0.0,15.55,2.07,0.0
20230421:2010,0.0,0.0,0.0,14.14,1.79,0.0
20230421:2110,0.0,0.0,0.0,13.35,1.72,0.0
20230421:2210,0.0,0.0,0.0,12.68,1.66,0.0
20230421:2310,0.0,0.0,0.0,11.83,1.66,0.0
20230422:0010,0.0,0.0,0.0,10.96,1.66,0.0
20230422:0110,0.0,0.0,0.0,9.91,1.66,0.0
20230422:0210,0.0,0.0,0.0,9.23,1.72,0.0
20230422:0310,0.0,0.0,0.0,8.88,1.79,0.0
20230422:0410,0.0,0.0,0.0,8.68,1.93,0.0
20230422:0510,69.72,109.35,8.4,8.77,1.86,0.0
20230422:0610,187.18,252.9,19.53,11.39,1.59,0.0
20230422:0710,280.9,366.44,30.61,14.79,1.31,0.0
20230422:0810,353.36,457.21,41.24,17.04,0.9,0.0
20230422:0910,399.88,520.47,50.69,18.36,0.21,0.0
20230422:1010,435.47,560.93,57.7,19.23,1.17,0.0
20230422:1110,450.0,575.15,60.31,19.73,2.14,0.0
20230422:1210,436.4,556.13,57.42,19.97,2.83,0.0
20230422:1310,392.95,502.09,50.25,19.93,3.1,0.0
20230422:1410,341.26,441.82,40.7,19.67,3.31,0.0
20230422:1510,262.73,350.12,30.05,19.14,3.31,0.0
20230422:1610,158.75,222.97,18.95,18.37,2.9,0.0
20230422:1710,20.75,39.96,7.83,17.46,1.93,0.0
20230422:1810,0.0,0.0,0.0,16.5,1.24,0.0
20230422:1910,0.0,0.0,0.0,15.14,0.76,0.0
20230422:2010,0.0,0.0,0.0,15.17,0.34,0.0
20230422:2110,0.0,0.0,0.0,14.8,0.21,0.0
20230422:2210,0.0,0.0,0.0,14.5,0.41,0.0
20230422:2310,0.0,0.0,0.0,14.21,0.55,0.0
20230423:0010,0.0,0.0,0.0,13.89,0.62,0.0
20230423:0110,0.0,0.0,0.0,13.59,0.83,0.0
20230423:0210,0.0,0.0,0.0,12.38,1.17,0.0
20230423:0310,0.0,0.0,0.0,11.6,1.31,0.0
20230423:0410,0.0,0.0,0.0,11.57,1.24,0.0
20230423:0510,84.7,132.51,8.66,11.46,1.24,0.0
20230423:0610,199.7,272.6,19.78,12.82,0.9,0.0
20230423:0710,285.75,374.57,30.87,15.43,0.76,0.0
20230423:0810,346.26,443.79,41.51,16.71,1.03,0.0
20230423:0910,366.96,464.92,50.99,17.84,1.72,0.0
20230423:1010,440.0,557.34,58.03,18.62,2.48,0.0
20230423:1110,455.7,575.89,60.65,19.19,3.1,0.0
20230423:1210,413.05,520.87,57.72,19.4,3.52,0.0
20230423:1310,400.78,508.26,50.49,19.3,3.66,0.0
20230423:1410,348.74,448.48,40.91,19.08,3.72,0.0
20230423:1510,272.4,360.93,30.23,18.66,3.79,0.0
20230423:1610,174.34,245.83,19.13,18.11,3.79,0.0
20230423:1710,68.12,114.68,8.02,17.34,3.52,0.0
20230423:1810,0.0,0.0,0.0,16.12,3.66,0.0
