Latitude (decimal degrees):	41.893
Longitude (decimal degrees):	12.483
Elevation (m):	42
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230219:0910,538.21,662.57,28.56,10.94,0.62,0.0
20230219:1010,490.36,605.06,34.17,11.95,0.69,0.0
20230219:1110,219.51,274.67,36.73,12.41,0.97,0.0
20230219:1210,66.75,95.54,35.78,12.86,1.59,0.0
20230219:1310,214.44,278.31,31.51,13.0,2.28,0.0
20230219:1410,129.77,170.63,24.59,13.26,2.76,0.0
20230219:1510,49.77,75.12,15.8,13.07,2.76,0.0
20230219:1610,13.13,28.06,5.8,12.64,2.28,0.0
20230219:1710,0.0,0.0,0.0,11.97,1.66,0.0
20230219:1810,0.0,0.0,0.0,11.16,1.17,0.0
20230219:1910,0.0,0.0,0.0,11.78,0.69,0.0
20230219:2010,0.0,0.0,0.0,11.63,0.14,0.0
20230219:2110,0.0,0.0,0.0,11.35,0.55,0.0
20230219:2210,0.0,0.0,0.0,10.73,0.9,0.0
20230219:2310,0.0,0.0,0.0,9.48,1.17,0.0
20230220:0010,0.0,0.0,0.0,8.69,1.24,0.0
20230220:0110,0.0,0.0,0.0,7.82,1.31,0.0
20230220:0210,0.0,0.0,0.0,6.43,1.52,0.0
20230220:0310,0.0,0.0,0.0,5.99,1.59,0.0
20230220:0410,0.0,0.0,0.0,5.88,1.79,0.0
20230220:0510,0.0,0.0,0.0,5.85,1.93,0.0
20230220:0610,0.0,0.0,0.0,5.95,2.0,0.0
20230220:0710,262.49,312.43,11.52,7.08,1.52,0.0
20230220:0810,498.77,597.99,20.97,9.37,1.52,0.0
20230220:0910,553.83,677.87,28.88,11.37,1.24,0.0
20230220:1010,534.09,663.99,34.52,12.64,0.69,0.0
20230220:1110,459.13,573.27,37.09,13.47,0.69,0.0
20230220:1210,329.37,417.94,36.13,14.06,1.03,0.0
20230220:1310,214.73,284.33,31.84,14.34,1.59,0.0
20230220:1410,57.73,104.13,24.88,14.31,2.0,0.0
20230220:1510,45.78,70.59,16.07,14.12,2.0,0.0
20230220:1610,13.72,28.96,6.04,13.31,1.59,0.0
20230220:1710,0.0,0.0,0.0,12.33,1.45,0.0
20230220:1810,0.0,0.0,0.0,11.18,1.03,0.0
20230220:1910,0.0,0.0,0.0,11.78,0.48,0.0
20230220:2010,0.0,0.0,0.0,11.55,0.28,0.0
20230220:2110,0.0,0.0,0.0,11.13,0.9,0.0
20230220:2210,0.0,0.0,0.0,9.42,1.31,0.0
20230220:2310,0.0,0.0,0.0,8.2,1.59,0.0
20230221:0010,0.0,0.0,0.0,7.33,1.66,0.0
20230221:0110,0.0,0.0,0.0,6.75,1.66,0.0
20230221:0210,0.0,0.0,0.0,6.33,1.66,0.0
20230221:0310,0.0,0.0,0.0,5.86,1.72,0.0
20230221:0410,0.0,0.0,0.0,5.99,1.72,0.0
20230221:0510,0.0,0.0,0.0,6.6,1.86,0.0
20230221:0610,0.0,0.0,0.0,6.83,2.21,0.0
20230221:0710,68.11,94.58,11.8,7.65,2.34,0.0
20230221:0810,305.42,363.07,21.27,8.48,2.21,0.0
20230221:0910,242.58,295.26,29.21,9.86,2.0,0.0
20230221:1010,243.99,300.49,34.87,11.52,1.72,0.0
20230221:1110,210.6,264.12,37.45,13.05,1.59,0.0
20230221:1210,105.69,141.9,36.48,13.76,1.66,0.0
20230221:1310,177.15,227.0,32.16,14.0,1.86,0.0
20230221:1410,117.03,155.57,25.17,13.82,2.0,0.0
20230221:1510,51.06,76.93,16.33,13.61,1.72,0.0
20230221:1610,18.96,36.2,6.28,13.22,1.31,0.0
20230221:1710,0.0,0.0,0.0,12.75,1.03,0.0
20230221:1810,0.0,0.0,0.0,12.1,0.76,0.0
20230221:1910,0.0,0.0,0.0,11.33,1.03,0.0
20230221:2010,0.0,0.0,0.0,11.27,0.9,0.0
20230221:2110,0.0,0.0,0.0,10.43,1.1,0.0
20230221:2210,0.0,0.0,0.0,9.3,1.45,0.0
20230221:2310,0.0,0.0,0.0,8.49,1.59,0.0
20230222:0010,0.0,0.0,0.0,8.17,1.66,0.0
20230222:0110,0.0,0.0,0.0,7.88,1.72,0.0
20230222:0210,0.0,0.0,0.0,7.53,1.79,0.0
20230222:0310,0.0,0.0,0.0,7.4,1.66,0.0
20230222:0410,0.0,0.0,0.0,7.33,1.66,0.0
20230222:0510,0.0,0.0,0.0,7.06,1.72,0.0
20230222:0610,0.0,0.95,1.64,7.04,1.66,0.0
20230222:0710,31.81,52.03,12.08,8.55,1.24,0.0
20230222:0810,243.84,297.78,21.58,10.78,1.1,0.0
20230222:0910,478.17,586.25,29.55,11.93,0.83,0.0
20230222:1010,476.24,589.79,35.22,12.51,0.55,0.0
20230222:1110,323.14,403.92,37.81,13.44,0.14,0.0
20230222:1210,217.9,276.13,36.84,13.91,0.48,0.0
20230222:1310,199.02,282.42,32.49,14.44,1.17,0.0
20230222:1410,81.3,130.86,25.47,14.47,1.72,0.0
20230222:1510,66.69,95.94,16.59,14.13,1.93,0.0
20230222:1610,14.99,30.77,6.52,13.47,1.93,0.0
20230222:1710,0.0,0.0,0.0,12.35,2.0,0.0
20230222:1810,0.0,0.0,0.0,11.43,1.59,0.0
20230222:1910,0.0,0.0,0.0,11.79,0.55,0.0
20230222:2010,0.0,0.0,0.0,11.57,0.28,0.0
20230222:2110,0.0,0.0,0.0,11.2,0.07,0.0
20230222:2210,0.0,0.0,0.0,10.87,0.28,0.0
20230222:2310,0.0,0.0,0.0,10.5,0.76,0.0
20230223:0010,0.0,0.0,0.0,9.8,1.1,0.0
20230223:0110,0.0,0.0,0.0,9.12,1.17,0.0
20230223:0210,0.0,0.0,0.0,8.09,1.38,0.0
20230223:0310,0.0,0.0,0.0,7.27,1.52,0.0
20230223:0410,0.0,0.0,0.0,7.39,1.38,0.0
20230223:0510,0.0,0.0,0.0,7.19,1.45,0.0
20230223:0610,0.0,4.73,1.91,6.72,1.66,0.0
20230223:0710,340.34,403.84,12.37,7.9,1.31,0.0
20230223:0810,467.33,565.7,21.89,10.85,1.1,0.0
20230223:0910,543.61,667.2,29.88,12.18,1.24,0.0
20230223:1010,355.95,436.04,35.58,13.17,1.59,0.0
20230223:1110,235.26,293.59,38.18,13.8,2.0,0.0
20230223:1210,146.96,189.88,37.19,13.73,2.28,0.0
20230223:1310,176.9,225.85,32.81,13.43,2.07,0.0
20230223:1410,141.74,189.02,25.76,13.57,1.59,0.0
20230223:1510,78.94,110.42,16.85,13.63,1.24,0.0
20230223:1610,20.3,38.01,6.76,13.25,1.38,0.0
20230223:1710,0.0,0.0,0.0,12.53,1.31,0.0
20230223:1810,0.0,0.0,0.0,11.44,1.17,0.0
20230223:1910,0.0,0.0,0.0,10.48,1.59,0.0
20230223:2010,0.0,0.0,0.0,10.13,1.38,0.0
20230223:2110,0.0,0.0,0.0,10.25,1.1,0.0
20230223:2210,0.0,0.0,0.0,9.27,1.45,0.0
20230223:2310,0.0,0.0,0.0,8.36,1.79,0.0
20230224:0010,0.0,0.0,0.0,7.75,1.79,0.0
20230224:0110,0.0,0.0,0.0,7.31,1.86,0.0
20230224:0210,0.0,0.0,0.0,7.2,2.07,0.0
20230224:0310,0.0,0.0,0.0,7.23,2.28,0.0
20230224:0410,0.0,0.0,0.0,7.28,2.34,0.0
20230224:0510,0.0,0.0,0.0,7.2,2.14,0.0
20230224:0610,0.0,1.89,2.18,7.07,2.28,0.0
20230224:0710,136.11,171.29,12.66,8.22,2.14,0.0
20230224:0810,89.85,121.29,22.2,10.14,2.0,0.0
20230224:0910,268.21,326.57,30.22,11.66,2.48,0.0
20230224:1010,404.01,486.95,35.94,12.77,3.52,0.0
20230224:1110,319.87,390.2,38.55,13.77,4.21,0.0
20230224:1210,265.88,329.63,37.55,14.57,4.48,0.0
20230224:1310,227.51,297.98,33.14,15.12,4.55,0.0
20230224:1410,50.06,102.7,26.05,15.21,4.55,0.0
20230224:1510,85.67,118.56,17.11,15.02,4.34,0.0
20230224:1610,16.88,33.49,6.99,14.4,3.66,0.0
20230224:1710,0.0,0.0,0.0,13.29,3.45,0.0
20230224:1810,0.0,0.0,0.0,12.67,3.38,0.0
20230224:1910,0.0,0.0,0.0,12.01,3.31,0.0
20230224:2010,0.0,0.0,0.0,11.93,3.38,0.0
20230224:2110,0.0,0.0,0.0,11.64,3.59,0.0
20230224:2210,0.0,0.0,0.0,11.25,3.38,0.0
20230224:2310,0.0,0.0,0.0,11.16,3.93,0.0
20230225:0010,0.0,0.0,0.0,11.09,4.34,0.0
20230225:0110,0.0,0.0,0.0,10.94,4.41,0.0
20230225:0210,0.0,0.0,0.0,10.67,4.48,0.0
20230225:0310,0.0,0.0,0.0,10.57,4.48,0.0
20230225:0410,0.0,0.0,0.0,10.53,4.55,0.0
20230225:0510,0.0,0.0,0.0,10.54,4.55,0.0
20230225:0610,0.0,2.84,2.46,10.8,4.48,0.0
20230225:0710,24.76,43.52,12.95,11.21,3.79,0.0
20230225:0810,48.75,73.79,22.52,13.03,4.21,0.0
20230225:0910,94.4,128.65,30.56,14.88,5.03,0.0
20230225:1010,152.0,196.36,36.31,16.01,5.66,0.0
20230225:1110,114.7,153.25,38.92,16.54,6.14,0.0
20230225:1210,168.31,215.85,37.91,16.66,6.41,0.0
20230225:1310,192.11,245.22,33.46,16.35,5.86,0.0
20230225:1410,61.22,89.87,26.34,16.25,5.38,0.0
20230225:1510,23.46,42.54,17.37,15.7,4.55,0.0
20230225:1610,13.6,28.96,7.23,15.13,4.0,0.0
20230225:1710,0.0,0.0,0.0,14.4,3.31,0.0
20230225:1810,0.0,0.0,0.0,13.91,3.17,0.0
20230225:1910,0.0,0.0,0.0,13.52,4.0,0.0
20230225:2010,0.0,0.0,0.0,13.11,4.21,0.0
20230225:2110,0.0,0.0,0.0,12.71,4.07,0.0
20230225:2210,0.0,0.0,0.0,12.14,3.66,0.0
20230225:2310,0.0,0.0,0.0,11.66,3.17,0.0
20230226:0010,0.0,0.0,0.0,11.58,2.83,0.0
20230226:0110,0.0,0.0,0.0,11.15,2.28,0.0
20230226:0210,0.0,0.0,0.0,10.66,2.21,0.0
20230226:0310,0.0,0.0,0.0,10.55,2.0,0.0
20230226:0410,0.0,0.0,0.0,10.84,1.86,0.0
20230226:0510,0.0,0.0,0.0,10.94,2.07,0.0
20230226:0610,0.0,1.89,2.74,10.89,2.34,0.0
20230226:0710,136.42,173.49,13.25,11.38,3.52,0.0
20230226:0810,14.8,30.27,22.84,11.56,3.1,0.0
20230226:0910,77.55,107.84,30.91,12.3,3.38,0.0
20230226:1010,260.91,318.46,36.68,12.18,3.86,0.0
20230226:1110,205.34,254.53,39.3,12.04,4.48,0.0
20230226:1210,143.8,184.47,38.27,12.95,5.59,0.0
20230226:1310,189.71,237.49,33.79,12.24,6.28,0.0
20230226:1410,145.39,188.23,26.63,12.44,5.72,0.0
20230226:1510,83.87,114.94,17.63,12.08,5.1,0.0
20230226:1610,24.66,43.44,7.47,11.61,4.69,0.0
20230226:1710,0.0,0.0,0.0,11.17,3.38,0.0
20230226:1810,0.0,0.0,0.0,10.22,3.1,0.0
20230226:1910,0.0,0.0,0.0,9.75,3.31,0.0
20230226:2010,0.0,0.0,0.0,9.76,2.48,0.0
20230226:2110,0.0,0.0,0.0,9.8,1.52,0.0
20230226:2210,0.0,0.0,0.0,9.42,1.03,0.0
20230226:2310,0.0,0.0,0.0,8.21,1.03,0.0
20230227:0010,0.0,0.0,0.0,8.45,1.1,0.0
20230227:0110,0.0,0.0,0.0,8.21,1.66,0.0
20230227:0210,0.0,0.0,0.0,8.17,2.34,0.0
20230227:0310,0.0,0.0,0.0,7.95,2.69,0.0
20230227:0410,0.0,0.0,0.0,7.77,2.83,0.0
20230227:0510,0.0,0.0,0.0,7.62,2.9,0.0
20230227:0610,0.79,7.57,3.03,7.39,3.03,0.0
20230227:0710,320.8,377.64,13.55,8.01,2.83,0.0
20230227:0810,545.58,645.19,23.16,9.29,3.17,0.0
20230227:0910,622.92,739.06,31.26,10.27,4.21,0.0
20230227:1010,516.12,612.19,37.05,11.1,4.76,0.0
20230227:1110,492.72,590.96,39.67,12.25,4.55,0.0
20230227:1210,40.32,63.38,38.63,12.64,4.21,0.0
20230227:1310,48.9,73.79,34.12,12.38,3.79,0.0
20230227:1410,153.17,199.76,26.92,12.41,3.38,0.0
20230227:1510,70.41,99.56,17.89,12.46,3.03,0.0
20230227:1610,0.61,7.24,7.7,11.59,2.48,0.0
20230227:1710,0.0,0.0,0.0,10.78,2.55,0.0
20230227:1810,0.0,0.0,0.0,9.98,2.28,0.0
20230227:1910,0.0,0.0,0.0,9.99,2.34,0.0
20230227:2010,0.0,0.0,0.0,9.0,2.34,0.0
20230227:2110,0.0,0.0,0.0,8.2,2.34,0.0
20230227:2210,0.0,0.0,0.0,7.35,2.41,0.0
20230227:2310,0.0,0.0,0.0,6.7,2.34,0.0
20230228:0010,0.0,0.0,0.0,6.24,2.21,0.0
20230228:0110,0.0,0.0,0.0,6.03,2.21,0.0
20230228:0210,0.0,0.0,0.0,6.18,2.28,0.0
20230228:0310,0.0,0.0,0.0,6.53,2.34,0.0
20230228:0410,0.0,0.0,0.0,6.46,2.48,0.0
20230228:0510,0.0,0.0,0.0,6.35,2.69,0.0
20230228:0610,2.7,11.35,3.31,5.77,2.9,0.0
20230228:0710,200.88,241.9,13.86,7.25,2.9,0.0
20230228:0810,387.13,457.62,23.49,9.45,2.97,0.0
20230228:0910,466.25,557.2,31.61,11.61,3.31,0.0
20230228:1010,478.46,577.64,37.42,13.4,3.59,0.0
20230228:1110,176.46,224.2,40.05,14.6,3.86,0.0
20230228:1210,260.83,324.42,38.99,15.08,4.0,0.0
20230228:1310,38.31,61.49,34.45,15.06,3.86,0.0
20230228:1410,151.11,201.53,27.21,13.97,3.86,0.0
20230228:1510,15.66,31.68,18.15,13.49,4.34,0.0
20230228:1610,2.78,11.77,7.94,12.66,4.69,0.0
20230228:1710,0.0,0.0,0.0,11.78,4.62,0.0
20230228:1810,0.0,0.0,0.0,11.0,4.41,0.0
20230228:1910,0.0,0.0,0.0,9.97,5.24,0.0
20230228:2010,0.0,0.0,0.0,9.62,4.41,0.0
20230228:2110,0.0,0.0,0.0,9.05,3.66,0.0
20230228:2210,0.0,0.0,0.0,8.55,2.97,0.0
20230228:2310,0.0,0.0,0.0,8.15,2.41,0.0
20230301:0010,0.0,0.0,0.0,7.88,1.79,0.0
20230301:0110,0.0,0.0,0.0,7.48,0.76,0.0
20230301:0210,0.0,0.0,0.0,7.79,0.41,0.0
20230301:0310,0.0,0.0,0.0,7.84,0.9,0.0
20230301:0410,0.0,0.0,0.0,7.81,2.07,0.0
20230301:0510,0.0,0.0,0.0,7.54,3.17,0.0
20230301:0610,1.68,9.46,3.6,7.2,3.31,0.0
20230301:0710,63.08,88.9,14.16,7.72,3.17,0.0
20230301:0810,286.76,340.83,23.81,8.83,3.38,0.0
20230301:0910,280.35,336.2,31.96,9.77,3.79,0.0
20230301:1010,564.2,671.18,37.8,10.24,3.79,0.0
20230301:1110,276.47,335.2,40.43,10.6,3.59,0.0
20230301:1210,184.83,230.74,39.35,11.01,3.24,0.0
20230301:1310,136.13,175.41,34.78,11.61,3.03,0.0
20230301:1410,130.18,183.68,27.5,11.81,2.97,0.0
20230301:1510,9.46,22.63,18.41,11.8,3.1,0.0
20230301:1610,21.89,39.82,8.17,11.48,3.38,0.0
20230301:1710,0.0,0.0,0.0,10.6,3.31,0.0
20230301:1810,0.0,0.0,0.0,9.74,3.31,0.0
20230301:1910,0.0,0.0,0.0,10.13,3.59,0.0
20230301:2010,0.0,0.0,0.0,9.59,3.45,0.0
20230301:2110,0.0,0.0,0.0,9.08,3.24,0.0
20230301:2210,0.0,0.0,0.0,8.66,3.1,0.0
20230301:2310,0.0,0.0,0.0,8.55,3.1,0.0
20230302:0010,0.0,0.0,0.0,8.27,3.38,0.0
20230302:0110,0.0,0.0,0.0,8.18,4.0,0.0
20230302:0210,0.0,0.0,0.0,7.88,4.41,0.0
20230302:0310,0.0,0.0,0.0,7.5,4.55,0.0
20230302:0410,0.0,0.0,0.0,7.21,4.34,0.0
20230302:0510,0.0,0.0,0.0,7.35,4.34,0.0
20230302:0610,0.0,2.84,3.9,7.24,4.28,0.0
20230302:0710,7.8,19.87,14.47,8.27,3.93,0.0
20230302:0810,302.3,359.31,24.14,9.85,3.93,0.0
20230302:0910,267.87,323.05,32.32,11.42,5.38,0.0
20230302:1010,296.59,356.75,38.17,12.29,7.17,0.0
20230302:1110,308.27,371.33,40.82,12.58,7.45,0.0
20230302:1210,89.2,121.09,39.72,12.34,6.97,0.0
20230302:1310,250.76,315.79,35.11,12.39,6.62,0.0
20230302:1410,133.78,173.0,27.79,12.3,6.48,0.0
20230302:1510,97.29,130.33,18.66,11.98,6.21,0.0
20230302:1610,23.31,41.63,8.41,11.31,5.66,0.0
20230302:1710,0.0,0.0,0.0,10.7,5.45,0.0
20230302:1810,0.0,0.0,0.0,10.18,5.52,0.0
20230302:1910,0.0,0.0,0.0,9.81,5.24,0.0
20230302:2010,0.0,0.0,0.0,9.47,5.1,0.0
20230302:2110,0.0,0.0,0.0,9.17,4.76,0.0
20230302:2210,0.0,0.0,0.0,8.81,4.34,0.0
20230302:2310,0.0,0.0,0.0,8.56,3.86,0.0
20230303:0010,0.0,0.0,0.0,8.44,3.45,0.0
20230303:0110,0.0,0.0,0.0,8.18,3.17,0.0
20230303:0210,0.0,0.0,0.0,7.84,3.03,0.0
20230303:0310,0.0,0.0,0.0,7.58,3.03,0.0
20230303:0410,0.0,0.0,0.0,7.43,2.83,0.0
20230303:0510,0.0,0.0,0.0,6.89,2.83,0.0
20230303:0610,13.06,27.24,4.2,6.7,2.97,0.0
20230303:0710,424.51,496.52,14.78,7.05,2.48,0.0
20230303:0810,280.9,335.94,24.48,8.82,2.21,0.0
20230303:0910,279.28,338.54,32.68,10.72,2.28,0.0
20230303:1010,193.36,241.19,38.55,11.72,2.97,0.0
20230303:1110,393.67,477.47,41.2,12.39,2.97,0.0
20230303:1210,364.81,449.36,40.08,12.64,2.76,0.0
20230303:1310,250.9,320.44,35.44,12.6,2.34,0.0
20230303:1410,125.94,164.61,28.08,12.15,2.34,0.0
20230303:1510,76.14,105.89,18.92,11.04,1.59,0.0
20230303:1610,29.0,48.87,8.64,10.37,0.83,0.0
20230303:1710,0.0,0.0,0.0,9.91,0.34,0.0
20230303:1810,0.0,0.0,0.0,9.46,0.76,0.0
20230303:1910,0.0,0.0,0.0,8.07,1.86,0.0
20230303:2010,0.0,0.0,0.0,7.04,1.86,0.0
20230303:2110,0.0,0.0,0.0,6.25,2.07,0.0
20230303:2210,0.0,0.0,0.0,5.59,2.21,0.0
20230303:2310,0.0,0.0,0.0,5.21,2.28,0.0
20230304:0010,0.0,0.0,0.0,5.16,2.34,0.0
20230304:0110,0.0,0.0,0.0,4.92,2.34,0.0
20230304:0210,0.0,0.0,0.0,4.64,2.41,0.0
20230304:0310,0.0,0.0,0.0,4.51,2.48,0.0
20230304:0410,0.0,0.0,0.0,4.43,2.62,0.0
20230304:0510,0.0,0.0,0.0,4.38,2.62,0.0
20230304:0610,148.94,182.33,4.5,4.45,2.62,0.0
20230304:0710,456.03,532.4,15.1,5.79,2.07,0.0
20230304:0810,579.18,693.94,24.81,8.42,1.79,0.0
20230304:0910,620.61,759.65,33.04,10.37,1.45,0.0
20230304:1010,600.53,749.88,38.94,11.84,0.69,0.0
20230304:1110,529.4,662.1,41.59,12.85,0.62,0.0
20230304:1210,391.53,490.65,40.45,13.47,1.38,0.0
20230304:1310,235.4,325.2,35.77,13.72,1.79,0.0
20230304:1410,61.05,125.66,28.37,13.64,2.14,0.0
20230304:1510,54.9,81.46,19.18,13.38,2.34,0.0
20230304:1610,30.8,51.59,8.87,12.84,2.34,0.0
20230304:1710,0.0,0.0,0.0,11.91,2.14,0.0
20230304:1810,0.0,0.0,0.0,10.96,1.79,0.0
20230304:1910,0.0,0.0,0.0,11.66,0.69,0.0
20230304:2010,0.0,0.0,0.0,11.01,0.69,0.0
20230304:2110,0.0,0.0,0.0,9.58,1.38,0.0
20230304:2210,0.0,0.0,0.0,7.9,1.72,0.0
20230304:2310,0.0,0.0,0.0,7.24,1.72,0.0
20230305:0010,0.0,0.0,0.0,6.96,1.52,0.0
20230305:0110,0.0,0.0,0.0,6.47,1.38,0.0
20230305:0210,0.0,0.0,0.0,5.64,1.45,0.0
20230305:0310,0.0,0.0,0.0,4.98,1.59,0.0
20230305:0410,0.0,0.0,0.0,4.38,1.72,0.0
20230305:0510,0.0,0.0,0.0,3.95,1.72,0.0
20230305:0610,119.26,149.38,4.8,3.62,1.79,0.0
20230305:0710,462.87,543.83,15.41,5.53,1.31,0.0
20230305:0810,582.74,706.23,25.15,8.85,1.17,0.0
20230305:0910,627.11,771.04,33.4,10.38,1.24,0.0
20230305:1010,619.48,759.65,39.32,11.58,1.86,0.0
20230305:1110,554.38,675.58,41.98,12.53,2.69,0.0
20230305:1210,412.02,508.32,40.82,13.03,3.31,0.0
20230305:1310,242.42,331.8,36.09,13.29,3.72,0.0
20230305:1410,57.95,124.67,28.66,13.28,3.79,0.0
20230305:1510,47.59,72.41,19.43,12.99,3.52,0.0
20230305:1610,31.59,52.49,9.1,12.44,2.69,0.0
20230305:1710,0.0,0.0,0.0,11.54,1.86,0.0
20230305:1810,0.0,0.0,0.0,10.39,1.17,0.0
20230305:1910,0.0,0.0,0.0,9.94,1.52,0.0
20230305:2010,0.0,0.0,0.0,9.23,1.72,0.0
20230305:2110,0.0,0.0,0.0,8.22,2.48,0.0
20230305:2210,0.0,0.0,0.0,8.41,2.83,0.0
20230305:2310,0.0,0.0,0.0,9.01,2.97,0.0
20230306:0010,0.0,0.0,0.0,9.15,2.97,0.0
20230306:0110,0.0,0.0,0.0,9.05,2.83,0.0
20230306:0210,0.0,0.0,0.0,9.12,2.9,0.0
20230306:0310,0.0,0.0,0.0,8.68,3.03,0.0
20230306:0410,0.0,0.0,0.0,8.76,3.24,0.0
20230306:0510,0.0,0.0,0.0,8.91,3.38,0.0
20230306:0610,13.34,27.89,5.1,9.37,3.45,0.0
20230306:0710,120.76,155.2,15.73,9.89,3.24,0.0
20230306:0810,113.85,148.74,25.49,10.58,3.52,0.0
20230306:0910,281.35,339.72,33.77,11.33,4.0,0.0
20230306:1010,267.17,324.92,39.71,12.04,4.69,0.0
20230306:1110,481.12,577.34,42.37,12.4,4.55,0.0
20230306:1210,395.75,483.29,41.19,12.79,4.48,0.0
20230306:1310,247.78,330.85,36.42,12.59,4.55,0.0
20230306:1410,153.71,209.56,28.95,12.81,4.28,0.0
20230306:1510,85.98,117.66,19.68,12.4,4.14,0.0
20230306:1610,36.74,58.83,9.34,12.04,3.72,0.0
20230306:1710,0.0,0.0,0.0,11.24,2.62,0.0
20230306:1810,0.0,0.0,0.0,10.25,2.07,0.0
20230306:1910,0.0,0.0,0.0,9.81,2.07,0.0
20230306:2010,0.0,0.0,0.0,8.93,1.79,0.0
20230306:2110,0.0,0.0,0.0,8.61,1.66,0.0
20230306:2210,0.0,0.0,0.0,8.13,1.72,0.0
20230306:2310,0.0,0.0,0.0,7.79,1.79,0.0
20230307:0010,0.0,0.0,0.0,7.57,1.79,0.0
20230307:0110,0.0,0.0,0.0,7.13,1.93,0.0
20230307:0210,0.0,0.0,0.0,7.65,2.0,0.0
20230307:0310,0.0,0.0,0.0,8.08,2.0,0.0
20230307:0410,0.0,0.0,0.0,8.37,1.93,0.0
20230307:0510,0.0,0.0,0.0,8.88,2.07,0.0
20230307:0610,61.2,86.66,5.41,9.18,2.21,0.0
20230307:0710,242.9,293.36,16.05,9.79,1.66,0.0
20230307:0810,439.18,526.49,25.83,11.0,2.07,0.0
20230307:0910,611.0,738.84,34.13,11.65,2.83,0.0
20230307:1010,277.56,338.77,40.1,12.42,3.45,0.0
20230307:1110,421.39,509.34,42.76,12.59,3.59,0.0
20230307:1210,302.06,370.55,41.55,13.29,3.86,0.0
20230307:1310,259.05,338.23,36.75,13.31,4.14,0.0
20230307:1410,130.63,170.39,29.24,13.5,4.48,0.0
20230307:1510,87.31,119.47,19.94,13.0,4.48,0.0
20230307:1610,36.65,58.83,9.56,12.57,3.86,0.0
20230307:1710,0.0,0.0,0.0,11.84,3.38,0.0
20230307:1810,0.0,0.0,0.0,11.16,3.45,0.0
20230307:1910,0.0,0.0,0.0,11.11,3.93,0.0
20230307:2010,0.0,0.0,0.0,10.9,4.0,0.0
20230307:2110,0.0,0.0,0.0,11.05,3.93,0.0
20230307:2210,0.0,0.0,0.0,11.18,3.86,0.0
20230307:2310,0.0,0.0,0.0,11.19,3.72,0.0
20230308:0010,0.0,0.0,0.0,11.24,2.97,0.0
20230308:0110,0.0,0.0,0.0,11.28,2.83,0.0
20230308:0210,0.0,0.0,0.0,11.12,2.34,0.0
20230308:0310,0.0,0.0,0.0,10.75,2.28,0.0
20230308:0410,0.0,0.0,0.0,10.89,2.28,0.0
20230308:0510,0.0,0.0,0.0,11.01,2.41,0.0
20230308:0610,21.23,38.68,5.72,11.04,2.28,0.0
20230308:0710,72.33,101.28,16.38,11.54,2.34,0.0
20230308:0810,165.11,208.69,26.18,12.4,2.55,0.0
20230308:0910,211.14,262.57,34.5,12.71,2.62,0.0
20230308:1010,172.43,219.0,40.48,13.74,3.17,0.0
20230308:1110,414.59,504.3,43.15,14.13,3.72,0.0
20230308:1210,341.85,420.14,41.92,14.41,4.21,0.0
20230308:1310,194.46,245.91,37.08,14.74,4.34,0.0
20230308:1410,160.47,217.07,29.52,14.76,4.0,0.0
20230308:1510,87.35,120.37,20.19,14.49,3.59,0.0
20230308:1610,36.33,58.83,9.79,14.21,3.24,0.0
20230308:1710,0.0,0.0,0.0,13.42,2.76,0.0
20230308:1810,0.0,0.0,0.0,12.62,2.76,0.0
20230308:1910,0.0,0.0,0.0,12.82,2.69,0.0
20230308:2010,0.0,0.0,0.0,12.46,2.83,0.0
20230308:2110,0.0,0.0,0.0,12.17,2.83,0.0
20230308:2210,0.0,0.0,0.0,11.97,3.1,0.0
20230308:2310,0.0,0.0,0.0,11.82,3.59,0.0
20230309:0010,0.0,0.0,0.0,11.62,3.86,0.0
20230309:0110,0.0,0.0,0.0,11.49,4.07,0.0
20230309:0210,0.0,0.0,0.0,11.6,4.0,0.0
20230309:0310,0.0,0.0,0.0,11.63,3.86,0.0
20230309:0410,0.0,0.0,0.0,11.95,3.59,0.0
20230309:0510,0.0,0.0,0.0,12.13,3.59,0.0
20230309:0610,17.47,33.88,6.03,12.05,3.59,0.0
20230309:0710,125.14,161.82,16.7,12.58,3.86,0.0
20230309:0810,151.03,192.8,26.52,13.29,4.14,0.0
20230309:0910,336.49,407.12,34.87,14.46,5.03,0.0
20230309:1010,552.27,667.5,40.88,15.42,5.17,0.0
20230309:1110,275.62,341.39,43.54,16.24,4.97,0.0
20230309:1210,249.36,311.28,42.29,16.1,4.55,0.0
20230309:1310,80.78,113.52,37.41,16.59,4.28,0.0
20230309:1410,135.08,178.05,29.81,16.47,4.21,0.0
20230309:1510,104.24,141.19,20.44,16.36,4.14,0.0
20230309:1610,31.08,52.49,10.02,15.75,3.59,0.0
20230309:1710,0.0,0.0,0.0,14.83,3.52,0.0
20230309:1810,0.0,0.0,0.0,13.98,3.72,0.0
20230309:1910,0.0,0.0,0.0,13.79,4.41,0.0
20230309:2010,0.0,0.0,0.0,13.56,4.48,0.0
20230309:2110,0.0,0.0,0.0,13.34,4.07,0.0
20230309:2210,0.0,0.0,0.0,13.13,4.0,0.0
